# No.	h	k	l	K_0	K_1	K_2	Intensity
45669	9	-5	-19	0.63040500	-0.35022500	-1.33085500	0.00000000
45670	9	-5	-18	0.63040500	-0.35022500	-1.26081000	0.00000000
45671	9	-5	-17	0.63040500	-0.35022500	-1.19076500	0.00000000
45672	9	-5	-16	0.63040500	-0.35022500	-1.12072000	0.00000000
45673	9	-5	-15	0.63040500	-0.35022500	-1.05067500	0.00003871
45674	9	-5	-14	0.63040500	-0.35022500	-0.98063000	0.00000000
45675	9	-5	-13	0.63040500	-0.35022500	-0.91058500	0.00000000
45676	9	-5	-12	0.63040500	-0.35022500	-0.84054000	0.00000000
45677	9	-5	-11	0.63040500	-0.35022500	-0.77049500	0.00000000
45678	9	-5	-10	0.63040500	-0.35022500	-0.70045000	0.00000627
45679	9	-5	-9	0.63040500	-0.35022500	-0.63040500	0.00000000
45680	9	-5	-8	0.63040500	-0.35022500	-0.56036000	0.00000000
45681	9	-5	-7	0.63040500	-0.35022500	-0.49031500	0.00000000
45682	9	-5	-6	0.63040500	-0.35022500	-0.42027000	0.00000000
45683	9	-5	-5	0.63040500	-0.35022500	-0.35022500	0.00008650
45684	9	-5	-4	0.63040500	-0.35022500	-0.28018000	0.00000000
45685	9	-5	-3	0.63040500	-0.35022500	-0.21013500	0.00000000
45686	9	-5	-2	0.63040500	-0.35022500	-0.14009000	0.00000000
45687	9	-5	-1	0.63040500	-0.35022500	-0.07004500	0.00000000
45688	9	-5	0	0.63040500	-0.35022500	0.00000000	0.00001065
45689	9	-5	1	0.63040500	-0.35022500	0.07004500	0.00000000
45690	9	-5	2	0.63040500	-0.35022500	0.14009000	0.00000000
45691	9	-5	3	0.63040500	-0.35022500	0.21013500	0.00000000
45692	9	-5	4	0.63040500	-0.35022500	0.28018000	0.00000000
45693	9	-5	5	0.63040500	-0.35022500	0.35022500	0.00008650
45694	9	-5	6	0.63040500	-0.35022500	0.42027000	0.00000000
45695	9	-5	7	0.63040500	-0.35022500	0.49031500	0.00000000
45696	9	-5	8	0.63040500	-0.35022500	0.56036000	0.00000000
45697	9	-5	9	0.63040500	-0.35022500	0.63040500	0.00000000
45698	9	-5	10	0.63040500	-0.35022500	0.70045000	0.00000627
45699	9	-5	11	0.63040500	-0.35022500	0.77049500	0.00000000
45700	9	-5	12	0.63040500	-0.35022500	0.84054000	0.00000000
45701	9	-5	13	0.63040500	-0.35022500	0.91058500	0.00000000
45702	9	-5	14	0.63040500	-0.35022500	0.98063000	0.00000000
45703	9	-5	15	0.63040500	-0.35022500	1.05067500	0.00003871
45704	9	-5	16	0.63040500	-0.35022500	1.12072000	0.00000000
45705	9	-5	17	0.63040500	-0.35022500	1.19076500	0.00000000
45706	9	-5	18	0.63040500	-0.35022500	1.26081000	0.00000000
45707	9	-5	19	0.63040500	-0.35022500	1.33085500	0.00000000
45708	9	-5	20	0.63040500	-0.35022500	1.40090000	0.00000286
45709	9	-5	21	0.63040500	-0.35022500	1.47094500	0.00000000
45710	9	-4	-22	0.63040500	-0.28018000	-1.54099000	0.00000000
45711	9	-4	-21	0.63040500	-0.28018000	-1.47094500	0.00000000
45712	9	-4	-20	0.63040500	-0.28018000	-1.40090000	0.00000000
45713	9	-4	-19	0.63040500	-0.28018000	-1.33085500	0.00000000
45714	9	-4	-18	0.63040500	-0.28018000	-1.26081000	0.00000000
45715	9	-4	-17	0.63040500	-0.28018000	-1.19076500	0.00000000
45716	9	-4	-16	0.63040500	-0.28018000	-1.12072000	0.00000000
45717	9	-4	-15	0.63040500	-0.28018000	-1.05067500	0.00000000
45718	9	-4	-14	0.63040500	-0.28018000	-0.98063000	0.00000000
45719	9	-4	-13	0.63040500	-0.28018000	-0.91058500	0.00000000
45720	9	-4	-12	0.63040500	-0.28018000	-0.84054000	0.00000000
45721	9	-4	-11	0.63040500	-0.28018000	-0.77049500	0.00000000
45722	9	-4	-10	0.63040500	-0.28018000	-0.70045000	0.00000000
45723	9	-4	-9	0.63040500	-0.28018000	-0.63040500	0.00000000
45724	9	-4	-8	0.63040500	-0.28018000	-0.56036000	0.00000000
45725	9	-4	-7	0.63040500	-0.28018000	-0.49031500	0.00000000
45726	9	-4	-6	0.63040500	-0.28018000	-0.42027000	0.00000000
45727	9	-4	-5	0.63040500	-0.28018000	-0.35022500	0.00000000
45728	9	-4	-4	0.63040500	-0.28018000	-0.28018000	0.00000000
45729	9	-4	-3	0.63040500	-0.28018000	-0.21013500	0.00000000
45730	9	-4	-2	0.63040500	-0.28018000	-0.14009000	0.00000000
45731	9	-4	-1	0.63040500	-0.28018000	-0.07004500	0.00000000
45732	9	-4	0	0.63040500	-0.28018000	0.00000000	0.00000000
45733	9	-4	1	0.63040500	-0.28018000	0.07004500	0.00000000
45734	9	-4	2	0.63040500	-0.28018000	0.14009000	0.00000000
45735	9	-4	3	0.63040500	-0.28018000	0.21013500	0.00000000
45736	9	-4	4	0.63040500	-0.28018000	0.28018000	0.00000000
45737	9	-4	5	0.63040500	-0.28018000	0.35022500	0.00000000
45738	9	-4	6	0.63040500	-0.28018000	0.42027000	0.00000000
45739	9	-4	7	0.63040500	-0.28018000	0.49031500	0.00000000
45740	9	-4	8	0.63040500	-0.28018000	0.56036000	0.00000000
45741	9	-4	9	0.63040500	-0.28018000	0.63040500	0.00000000
45742	9	-4	10	0.63040500	-0.28018000	0.70045000	0.00000000
45743	9	-4	11	0.63040500	-0.28018000	0.77049500	0.00000000
45744	9	-4	12	0.63040500	-0.28018000	0.84054000	0.00000000
45745	9	-4	13	0.63040500	-0.28018000	0.91058500	0.00000000
45746	9	-4	14	0.63040500	-0.28018000	0.98063000	0.00000000
45747	9	-4	15	0.63040500	-0.28018000	1.05067500	0.00000000
45748	9	-4	16	0.63040500	-0.28018000	1.12072000	0.00000000
45749	9	-4	17	0.63040500	-0.28018000	1.19076500	0.00000000
45750	9	-4	18	0.63040500	-0.28018000	1.26081000	0.00000000
45751	9	-4	19	0.63040500	-0.28018000	1.33085500	0.00000000
45752	9	-4	20	0.63040500	-0.28018000	1.40090000	0.00000000
45753	9	-4	21	0.63040500	-0.28018000	1.47094500	0.00000000
45754	9	-4	22	0.63040500	-0.28018000	1.54099000	0.00000000
45755	9	-3	-22	0.63040500	-0.21013500	-1.54099000	0.00000000
45756	9	-3	-21	0.63040500	-0.21013500	-1.47094500	0.00000000
45757	9	-3	-20	0.63040500	-0.21013500	-1.40090000	0.00000000
45758	9	-3	-19	0.63040500	-0.21013500	-1.33085500	0.00000000
45759	9	-3	-18	0.63040500	-0.21013500	-1.26081000	0.00000000
45760	9	-3	-17	0.63040500	-0.21013500	-1.19076500	0.00000000
45761	9	-3	-16	0.63040500	-0.21013500	-1.12072000	0.00000000
45762	9	-3	-15	0.63040500	-0.21013500	-1.05067500	0.00000000
45763	9	-3	-14	0.63040500	-0.21013500	-0.98063000	0.00000000
45764	9	-3	-13	0.63040500	-0.21013500	-0.91058500	0.00000000
45765	9	-3	-12	0.63040500	-0.21013500	-0.84054000	0.00000000
45766	9	-3	-11	0.63040500	-0.21013500	-0.77049500	0.00000000
45767	9	-3	-10	0.63040500	-0.21013500	-0.70045000	0.00000000
45768	9	-3	-9	0.63040500	-0.21013500	-0.63040500	0.00000000
45769	9	-3	-8	0.63040500	-0.21013500	-0.56036000	0.00000000
45770	9	-3	-7	0.63040500	-0.21013500	-0.49031500	0.00000000
45771	9	-3	-6	0.63040500	-0.21013500	-0.42027000	0.00000000
45772	9	-3	-5	0.63040500	-0.21013500	-0.35022500	0.00000000
45773	9	-3	-4	0.63040500	-0.21013500	-0.28018000	0.00000000
45774	9	-3	-3	0.63040500	-0.21013500	-0.21013500	0.00000000
45775	9	-3	-2	0.63040500	-0.21013500	-0.14009000	0.00000000
45776	9	-3	-1	0.63040500	-0.21013500	-0.07004500	0.00000000
45777	9	-3	0	0.63040500	-0.21013500	0.00000000	0.00000000
45778	9	-3	1	0.63040500	-0.21013500	0.07004500	0.00000000
45779	9	-3	2	0.63040500	-0.21013500	0.14009000	0.00000000
45780	9	-3	3	0.63040500	-0.21013500	0.21013500	0.00000000
45781	9	-3	4	0.63040500	-0.21013500	0.28018000	0.00000000
45782	9	-3	5	0.63040500	-0.21013500	0.35022500	0.00000000
45783	9	-3	6	0.63040500	-0.21013500	0.42027000	0.00000000
45784	9	-3	7	0.63040500	-0.21013500	0.49031500	0.00000000
45785	9	-3	8	0.63040500	-0.21013500	0.56036000	0.00000000
45786	9	-3	9	0.63040500	-0.21013500	0.63040500	0.00000000
45787	9	-3	10	0.63040500	-0.21013500	0.70045000	0.00000000
45788	9	-3	11	0.63040500	-0.21013500	0.77049500	0.00000000
45789	9	-3	12	0.63040500	-0.21013500	0.84054000	0.00000000
45790	9	-3	13	0.63040500	-0.21013500	0.91058500	0.00000000
45791	9	-3	14	0.63040500	-0.21013500	0.98063000	0.00000000
45792	9	-3	15	0.63040500	-0.21013500	1.05067500	0.00000000
45793	9	-3	16	0.63040500	-0.21013500	1.12072000	0.00000000
45794	9	-3	17	0.63040500	-0.21013500	1.19076500	0.00000000
45795	9	-3	18	0.63040500	-0.21013500	1.26081000	0.00000000
45796	9	-3	19	0.63040500	-0.21013500	1.33085500	0.00000000
45797	9	-3	20	0.63040500	-0.21013500	1.40090000	0.00000000
45798	9	-3	21	0.63040500	-0.21013500	1.47094500	0.00000000
45799	9	-3	22	0.63040500	-0.21013500	1.54099000	0.00000000
45800	9	-2	-22	0.63040500	-0.14009000	-1.54099000	0.00000000
45801	9	-2	-21	0.63040500	-0.14009000	-1.47094500	0.00000000
45802	9	-2	-20	0.63040500	-0.14009000	-1.40090000	0.00000000
45803	9	-2	-19	0.63040500	-0.14009000	-1.33085500	0.00000000
45804	9	-2	-18	0.63040500	-0.14009000	-1.26081000	0.00000000
45805	9	-2	-17	0.63040500	-0.14009000	-1.19076500	0.00000000
45806	9	-2	-16	0.63040500	-0.14009000	-1.12072000	0.00000000
45807	9	-2	-15	0.63040500	-0.14009000	-1.05067500	0.00000000
45808	9	-2	-14	0.63040500	-0.14009000	-0.98063000	0.00000000
45809	9	-2	-13	0.63040500	-0.14009000	-0.91058500	0.00000000
45810	9	-2	-12	0.63040500	-0.14009000	-0.84054000	0.00000000
45811	9	-2	-11	0.63040500	-0.14009000	-0.77049500	0.00000000
45812	9	-2	-10	0.63040500	-0.14009000	-0.70045000	0.00000000
45813	9	-2	-9	0.63040500	-0.14009000	-0.63040500	0.00000000
45814	9	-2	-8	0.63040500	-0.14009000	-0.56036000	0.00000000
45815	9	-2	-7	0.63040500	-0.14009000	-0.49031500	0.00000000
45816	9	-2	-6	0.63040500	-0.14009000	-0.42027000	0.00000000
45817	9	-2	-5	0.63040500	-0.14009000	-0.35022500	0.00000000
45818	9	-2	-4	0.63040500	-0.14009000	-0.28018000	0.00000000
45819	9	-2	-3	0.63040500	-0.14009000	-0.21013500	0.00000000
45820	9	-2	-2	0.63040500	-0.14009000	-0.14009000	0.00000000
45821	9	-2	-1	0.63040500	-0.14009000	-0.07004500	0.00000000
45822	9	-2	0	0.63040500	-0.14009000	0.00000000	0.00000000
45823	9	-2	1	0.63040500	-0.14009000	0.07004500	0.00000000
45824	9	-2	2	0.63040500	-0.14009000	0.14009000	0.00000000
45825	9	-2	3	0.63040500	-0.14009000	0.21013500	0.00000000
45826	9	-2	4	0.63040500	-0.14009000	0.28018000	0.00000000
45827	9	-2	5	0.63040500	-0.14009000	0.35022500	0.00000000
45828	9	-2	6	0.63040500	-0.14009000	0.42027000	0.00000000
45829	9	-2	7	0.63040500	-0.14009000	0.49031500	0.00000000
45830	9	-2	8	0.63040500	-0.14009000	0.56036000	0.00000000
45831	9	-2	9	0.63040500	-0.14009000	0.63040500	0.00000000
45832	9	-2	10	0.63040500	-0.14009000	0.70045000	0.00000000
45833	9	-2	11	0.63040500	-0.14009000	0.77049500	0.00000000
45834	9	-2	12	0.63040500	-0.14009000	0.84054000	0.00000000
45835	9	-2	13	0.63040500	-0.14009000	0.91058500	0.00000000
45836	9	-2	14	0.63040500	-0.14009000	0.98063000	0.00000000
45837	9	-2	15	0.63040500	-0.14009000	1.05067500	0.00000000
45838	9	-2	16	0.63040500	-0.14009000	1.12072000	0.00000000
45839	9	-2	17	0.63040500	-0.14009000	1.19076500	0.00000000
45840	9	-2	18	0.63040500	-0.14009000	1.26081000	0.00000000
45841	9	-2	19	0.63040500	-0.14009000	1.33085500	0.00000000
45842	9	-2	20	0.63040500	-0.14009000	1.40090000	0.00000000
45843	9	-2	21	0.63040500	-0.14009000	1.47094500	0.00000000
45844	9	-2	22	0.63040500	-0.14009000	1.54099000	0.00000000
45845	9	-1	-22	0.63040500	-0.07004500	-1.54099000	0.00000000
45846	9	-1	-21	0.63040500	-0.07004500	-1.47094500	0.00000000
45847	9	-1	-20	0.63040500	-0.07004500	-1.40090000	0.00000000
45848	9	-1	-19	0.63040500	-0.07004500	-1.33085500	0.00000000
45849	9	-1	-18	0.63040500	-0.07004500	-1.26081000	0.00000000
45850	9	-1	-17	0.63040500	-0.07004500	-1.19076500	0.00000000
45851	9	-1	-16	0.63040500	-0.07004500	-1.12072000	0.00000000
45852	9	-1	-15	0.63040500	-0.07004500	-1.05067500	0.00000000
45853	9	-1	-14	0.63040500	-0.07004500	-0.98063000	0.00000000
45854	9	-1	-13	0.63040500	-0.07004500	-0.91058500	0.00000000
45855	9	-1	-12	0.63040500	-0.07004500	-0.84054000	0.00000000
45856	9	-1	-11	0.63040500	-0.07004500	-0.77049500	0.00000000
45857	9	-1	-10	0.63040500	-0.07004500	-0.70045000	0.00000000
45858	9	-1	-9	0.63040500	-0.07004500	-0.63040500	0.00000000
45859	9	-1	-8	0.63040500	-0.07004500	-0.56036000	0.00000000
45860	9	-1	-7	0.63040500	-0.07004500	-0.49031500	0.00000000
45861	9	-1	-6	0.63040500	-0.07004500	-0.42027000	0.00000000
45862	9	-1	-5	0.63040500	-0.07004500	-0.35022500	0.00000000
45863	9	-1	-4	0.63040500	-0.07004500	-0.28018000	0.00000000
45864	9	-1	-3	0.63040500	-0.07004500	-0.21013500	0.00000000
45865	9	-1	-2	0.63040500	-0.07004500	-0.14009000	0.00000000
45866	9	-1	-1	0.63040500	-0.07004500	-0.07004500	0.00000000
45867	9	-1	0	0.63040500	-0.07004500	0.00000000	0.00000000
45868	9	-1	1	0.63040500	-0.07004500	0.07004500	0.00000000
45869	9	-1	2	0.63040500	-0.07004500	0.14009000	0.00000000
45870	9	-1	3	0.63040500	-0.07004500	0.21013500	0.00000000
45871	9	-1	4	0.63040500	-0.07004500	0.28018000	0.00000000
45872	9	-1	5	0.63040500	-0.07004500	0.35022500	0.00000000
45873	9	-1	6	0.63040500	-0.07004500	0.42027000	0.00000000
45874	9	-1	7	0.63040500	-0.07004500	0.49031500	0.00000000
45875	9	-1	8	0.63040500	-0.07004500	0.56036000	0.00000000
45876	9	-1	9	0.63040500	-0.07004500	0.63040500	0.00000000
45877	9	-1	10	0.63040500	-0.07004500	0.70045000	0.00000000
45878	9	-1	11	0.63040500	-0.07004500	0.77049500	0.00000000
45879	9	-1	12	0.63040500	-0.07004500	0.84054000	0.00000000
45880	9	-1	13	0.63040500	-0.07004500	0.91058500	0.00000000
45881	9	-1	14	0.63040500	-0.07004500	0.98063000	0.00000000
45882	9	-1	15	0.63040500	-0.07004500	1.05067500	0.00000000
45883	9	-1	16	0.63040500	-0.07004500	1.12072000	0.00000000
45884	9	-1	17	0.63040500	-0.07004500	1.19076500	0.00000000
45885	9	-1	18	0.63040500	-0.07004500	1.26081000	0.00000000
45886	9	-1	19	0.63040500	-0.07004500	1.33085500	0.00000000
45887	9	-1	20	0.63040500	-0.07004500	1.40090000	0.00000000
45888	9	-1	21	0.63040500	-0.07004500	1.47094500	0.00000000
45889	9	-1	22	0.63040500	-0.07004500	1.54099000	0.00000000
45890	9	0	-22	0.63040500	0.00000000	-1.54099000	0.00000000
45891	9	0	-21	0.63040500	0.00000000	-1.47094500	0.00000000
45892	9	0	-20	0.63040500	0.00000000	-1.40090000	0.00002817
45893	9	0	-19	0.63040500	0.00000000	-1.33085500	0.00000000
45894	9	0	-18	0.63040500	0.00000000	-1.26081000	0.00000000
45895	9	0	-17	0.63040500	0.00000000	-1.19076500	0.00000000
45896	9	0	-16	0.63040500	0.00000000	-1.12072000	0.00000000
45897	9	0	-15	0.63040500	0.00000000	-1.05067500	0.00000439
45898	9	0	-14	0.63040500	0.00000000	-0.98063000	0.00000000
45899	9	0	-13	0.63040500	0.00000000	-0.91058500	0.00000000
45900	9	0	-12	0.63040500	0.00000000	-0.84054000	0.00000000
45901	9	0	-11	0.63040500	0.00000000	-0.77049500	0.00000000
45902	9	0	-10	0.63040500	0.00000000	-0.70045000	0.00006652
45903	9	0	-9	0.63040500	0.00000000	-0.63040500	0.00000000
45904	9	0	-8	0.63040500	0.00000000	-0.56036000	0.00000000
45905	9	0	-7	0.63040500	0.00000000	-0.49031500	0.00000000
45906	9	0	-6	0.63040500	0.00000000	-0.42027000	0.00000000
45907	9	0	-5	0.63040500	0.00000000	-0.35022500	0.00001065
45908	9	0	-4	0.63040500	0.00000000	-0.28018000	0.00000000
45909	9	0	-3	0.63040500	0.00000000	-0.21013500	0.00000000
45910	9	0	-2	0.63040500	0.00000000	-0.14009000	0.00000000
45911	9	0	-1	0.63040500	0.00000000	-0.07004500	0.00000000
45912	9	0	0	0.63040500	0.00000000	0.00000000	0.00012003
45913	9	0	1	0.63040500	0.00000000	0.07004500	0.00000000
45914	9	0	2	0.63040500	0.00000000	0.14009000	0.00000000
45915	9	0	3	0.63040500	0.00000000	0.21013500	0.00000000
45916	9	0	4	0.63040500	0.00000000	0.28018000	0.00000000
45917	9	0	5	0.63040500	0.00000000	0.35022500	0.00001065
45918	9	0	6	0.63040500	0.00000000	0.42027000	0.00000000
45919	9	0	7	0.63040500	0.00000000	0.49031500	0.00000000
45920	9	0	8	0.63040500	0.00000000	0.56036000	0.00000000
45921	9	0	9	0.63040500	0.00000000	0.63040500	0.00000000
45922	9	0	10	0.63040500	0.00000000	0.70045000	0.00006652
45923	9	0	11	0.63040500	0.00000000	0.77049500	0.00000000
45924	9	0	12	0.63040500	0.00000000	0.84054000	0.00000000
45925	9	0	13	0.63040500	0.00000000	0.91058500	0.00000000
45926	9	0	14	0.63040500	0.00000000	0.98063000	0.00000000
45927	9	0	15	0.63040500	0.00000000	1.05067500	0.00000439
45928	9	0	16	0.63040500	0.00000000	1.12072000	0.00000000
45929	9	0	17	0.63040500	0.00000000	1.19076500	0.00000000
45930	9	0	18	0.63040500	0.00000000	1.26081000	0.00000000
45931	9	0	19	0.63040500	0.00000000	1.33085500	0.00000000
45932	9	0	20	0.63040500	0.00000000	1.40090000	0.00002817
45933	9	0	21	0.63040500	0.00000000	1.47094500	0.00000000
45934	9	0	22	0.63040500	0.00000000	1.54099000	0.00000000
45935	9	1	-22	0.63040500	0.07004500	-1.54099000	0.00000000
45936	9	1	-21	0.63040500	0.07004500	-1.47094500	0.00000000
45937	9	1	-20	0.63040500	0.07004500	-1.40090000	0.00000000
45938	9	1	-19	0.63040500	0.07004500	-1.33085500	0.00000000
45939	9	1	-18	0.63040500	0.07004500	-1.26081000	0.00000000
45940	9	1	-17	0.63040500	0.07004500	-1.19076500	0.00000000
45941	9	1	-16	0.63040500	0.07004500	-1.12072000	0.00000000
45942	9	1	-15	0.63040500	0.07004500	-1.05067500	0.00000000
45943	9	1	-14	0.63040500	0.07004500	-0.98063000	0.00000000
45944	9	1	-13	0.63040500	0.07004500	-0.91058500	0.00000000
45945	9	1	-12	0.63040500	0.07004500	-0.84054000	0.00000000
45946	9	1	-11	0.63040500	0.07004500	-0.77049500	0.00000000
45947	9	1	-10	0.63040500	0.07004500	-0.70045000	0.00000000
45948	9	1	-9	0.63040500	0.07004500	-0.63040500	0.00000000
45949	9	1	-8	0.63040500	0.07004500	-0.56036000	0.00000000
45950	9	1	-7	0.63040500	0.07004500	-0.49031500	0.00000000
45951	9	1	-6	0.63040500	0.07004500	-0.42027000	0.00000000
45952	9	1	-5	0.63040500	0.07004500	-0.35022500	0.00000000
45953	9	1	-4	0.63040500	0.07004500	-0.28018000	0.00000000
45954	9	1	-3	0.63040500	0.07004500	-0.21013500	0.00000000
45955	9	1	-2	0.63040500	0.07004500	-0.14009000	0.00000000
45956	9	1	-1	0.63040500	0.07004500	-0.07004500	0.00000000
45957	9	1	0	0.63040500	0.07004500	0.00000000	0.00000000
45958	9	1	1	0.63040500	0.07004500	0.07004500	0.00000000
45959	9	1	2	0.63040500	0.07004500	0.14009000	0.00000000
45960	9	1	3	0.63040500	0.07004500	0.21013500	0.00000000
45961	9	1	4	0.63040500	0.07004500	0.28018000	0.00000000
45962	9	1	5	0.63040500	0.07004500	0.35022500	0.00000000
45963	9	1	6	0.63040500	0.07004500	0.42027000	0.00000000
45964	9	1	7	0.63040500	0.07004500	0.49031500	0.00000000
45965	9	1	8	0.63040500	0.07004500	0.56036000	0.00000000
45966	9	1	9	0.63040500	0.07004500	0.63040500	0.00000000
45967	9	1	10	0.63040500	0.07004500	0.70045000	0.00000000
45968	9	1	11	0.63040500	0.07004500	0.77049500	0.00000000
45969	9	1	12	0.63040500	0.07004500	0.84054000	0.00000000
45970	9	1	13	0.63040500	0.07004500	0.91058500	0.00000000
45971	9	1	14	0.63040500	0.07004500	0.98063000	0.00000000
45972	9	1	15	0.63040500	0.07004500	1.05067500	0.00000000
45973	9	1	16	0.63040500	0.07004500	1.12072000	0.00000000
45974	9	1	17	0.63040500	0.07004500	1.19076500	0.00000000
45975	9	1	18	0.63040500	0.07004500	1.26081000	0.00000000
45976	9	1	19	0.63040500	0.07004500	1.33085500	0.00000000
45977	9	1	20	0.63040500	0.07004500	1.40090000	0.00000000
45978	9	1	21	0.63040500	0.07004500	1.47094500	0.00000000
45979	9	1	22	0.63040500	0.07004500	1.54099000	0.00000000
45980	9	2	-22	0.63040500	0.14009000	-1.54099000	0.00000000
45981	9	2	-21	0.63040500	0.14009000	-1.47094500	0.00000000
45982	9	2	-20	0.63040500	0.14009000	-1.40090000	0.00000000
45983	9	2	-19	0.63040500	0.14009000	-1.33085500	0.00000000
45984	9	2	-18	0.63040500	0.14009000	-1.26081000	0.00000000
45985	9	2	-17	0.63040500	0.14009000	-1.19076500	0.00000000
45986	9	2	-16	0.63040500	0.14009000	-1.12072000	0.00000000
45987	9	2	-15	0.63040500	0.14009000	-1.05067500	0.00000000
45988	9	2	-14	0.63040500	0.14009000	-0.98063000	0.00000000
45989	9	2	-13	0.63040500	0.14009000	-0.91058500	0.00000000
45990	9	2	-12	0.63040500	0.14009000	-0.84054000	0.00000000
45991	9	2	-11	0.63040500	0.14009000	-0.77049500	0.00000000
45992	9	2	-10	0.63040500	0.14009000	-0.70045000	0.00000000
45993	9	2	-9	0.63040500	0.14009000	-0.63040500	0.00000000
45994	9	2	-8	0.63040500	0.14009000	-0.56036000	0.00000000
45995	9	2	-7	0.63040500	0.14009000	-0.49031500	0.00000000
45996	9	2	-6	0.63040500	0.14009000	-0.42027000	0.00000000
45997	9	2	-5	0.63040500	0.14009000	-0.35022500	0.00000000
45998	9	2	-4	0.63040500	0.14009000	-0.28018000	0.00000000
45999	9	2	-3	0.63040500	0.14009000	-0.21013500	0.00000000
46000	9	2	-2	0.63040500	0.14009000	-0.14009000	0.00000000
46001	9	2	-1	0.63040500	0.14009000	-0.07004500	0.00000000
46002	9	2	0	0.63040500	0.14009000	0.00000000	0.00000000
46003	9	2	1	0.63040500	0.14009000	0.07004500	0.00000000
46004	9	2	2	0.63040500	0.14009000	0.14009000	0.00000000
46005	9	2	3	0.63040500	0.14009000	0.21013500	0.00000000
46006	9	2	4	0.63040500	0.14009000	0.28018000	0.00000000
46007	9	2	5	0.63040500	0.14009000	0.35022500	0.00000000
46008	9	2	6	0.63040500	0.14009000	0.42027000	0.00000000
46009	9	2	7	0.63040500	0.14009000	0.49031500	0.00000000
46010	9	2	8	0.63040500	0.14009000	0.56036000	0.00000000
46011	9	2	9	0.63040500	0.14009000	0.63040500	0.00000000
46012	9	2	10	0.63040500	0.14009000	0.70045000	0.00000000
46013	9	2	11	0.63040500	0.14009000	0.77049500	0.00000000
46014	9	2	12	0.63040500	0.14009000	0.84054000	0.00000000
46015	9	2	13	0.63040500	0.14009000	0.91058500	0.00000000
46016	9	2	14	0.63040500	0.14009000	0.98063000	0.00000000
46017	9	2	15	0.63040500	0.14009000	1.05067500	0.00000000
46018	9	2	16	0.63040500	0.14009000	1.12072000	0.00000000
46019	9	2	17	0.63040500	0.14009000	1.19076500	0.00000000
46020	9	2	18	0.63040500	0.14009000	1.26081000	0.00000000
46021	9	2	19	0.63040500	0.14009000	1.33085500	0.00000000
46022	9	2	20	0.63040500	0.14009000	1.40090000	0.00000000
46023	9	2	21	0.63040500	0.14009000	1.47094500	0.00000000
46024	9	2	22	0.63040500	0.14009000	1.54099000	0.00000000
46025	9	3	-22	0.63040500	0.21013500	-1.54099000	0.00000000
46026	9	3	-21	0.63040500	0.21013500	-1.47094500	0.00000000
46027	9	3	-20	0.63040500	0.21013500	-1.40090000	0.00000000
46028	9	3	-19	0.63040500	0.21013500	-1.33085500	0.00000000
46029	9	3	-18	0.63040500	0.21013500	-1.26081000	0.00000000
46030	9	3	-17	0.63040500	0.21013500	-1.19076500	0.00000000
46031	9	3	-16	0.63040500	0.21013500	-1.12072000	0.00000000
46032	9	3	-15	0.63040500	0.21013500	-1.05067500	0.00000000
46033	9	3	-14	0.63040500	0.21013500	-0.98063000	0.00000000
46034	9	3	-13	0.63040500	0.21013500	-0.91058500	0.00000000
46035	9	3	-12	0.63040500	0.21013500	-0.84054000	0.00000000
46036	9	3	-11	0.63040500	0.21013500	-0.77049500	0.00000000
46037	9	3	-10	0.63040500	0.21013500	-0.70045000	0.00000000
46038	9	3	-9	0.63040500	0.21013500	-0.63040500	0.00000000
