# No.	h	k	l	K_0	K_1	K_2	Intensity
28037	-1	-2	-7	-0.07004500	-0.14009000	-0.49031500	0.00000000
28038	-1	-2	-6	-0.07004500	-0.14009000	-0.42027000	0.00000000
28039	-1	-2	-5	-0.07004500	-0.14009000	-0.35022500	0.00000000
28040	-1	-2	-4	-0.07004500	-0.14009000	-0.28018000	0.00000000
28041	-1	-2	-3	-0.07004500	-0.14009000	-0.21013500	0.00000000
28042	-1	-2	-2	-0.07004500	-0.14009000	-0.14009000	0.00000000
28043	-1	-2	-1	-0.07004500	-0.14009000	-0.07004500	0.00000000
28044	-1	-2	0	-0.07004500	-0.14009000	0.00000000	0.00000000
28045	-1	-2	1	-0.07004500	-0.14009000	0.07004500	0.00000000
28046	-1	-2	2	-0.07004500	-0.14009000	0.14009000	0.00000000
28047	-1	-2	3	-0.07004500	-0.14009000	0.21013500	0.00000000
28048	-1	-2	4	-0.07004500	-0.14009000	0.28018000	0.00000000
28049	-1	-2	5	-0.07004500	-0.14009000	0.35022500	0.00000000
28050	-1	-2	6	-0.07004500	-0.14009000	0.42027000	0.00000000
28051	-1	-2	7	-0.07004500	-0.14009000	0.49031500	0.00000000
28052	-1	-2	8	-0.07004500	-0.14009000	0.56036000	0.00000000
28053	-1	-2	9	-0.07004500	-0.14009000	0.63040500	0.00000000
28054	-1	-2	10	-0.07004500	-0.14009000	0.70045000	0.00000000
28055	-1	-2	11	-0.07004500	-0.14009000	0.77049500	0.00000000
28056	-1	-2	12	-0.07004500	-0.14009000	0.84054000	0.00000000
28057	-1	-2	13	-0.07004500	-0.14009000	0.91058500	0.00000000
28058	-1	-2	14	-0.07004500	-0.14009000	0.98063000	0.00000000
28059	-1	-2	15	-0.07004500	-0.14009000	1.05067500	0.00000000
28060	-1	-2	16	-0.07004500	-0.14009000	1.12072000	0.00000000
28061	-1	-2	17	-0.07004500	-0.14009000	1.19076500	0.00000000
28062	-1	-2	18	-0.07004500	-0.14009000	1.26081000	0.00000000
28063	-1	-2	19	-0.07004500	-0.14009000	1.33085500	0.00000000
28064	-1	-2	20	-0.07004500	-0.14009000	1.40090000	0.00000000
28065	-1	-2	21	-0.07004500	-0.14009000	1.47094500	0.00000000
28066	-1	-2	22	-0.07004500	-0.14009000	1.54099000	0.00000000
28067	-1	-2	23	-0.07004500	-0.14009000	1.61103500	0.00000000
28068	-1	-2	24	-0.07004500	-0.14009000	1.68108000	0.00000000
28069	-1	-1	-24	-0.07004500	-0.07004500	-1.68108000	0.00000000
28070	-1	-1	-23	-0.07004500	-0.07004500	-1.61103500	0.00000000
28071	-1	-1	-22	-0.07004500	-0.07004500	-1.54099000	0.00000000
28072	-1	-1	-21	-0.07004500	-0.07004500	-1.47094500	0.00000000
28073	-1	-1	-20	-0.07004500	-0.07004500	-1.40090000	0.00000000
28074	-1	-1	-19	-0.07004500	-0.07004500	-1.33085500	0.00000000
28075	-1	-1	-18	-0.07004500	-0.07004500	-1.26081000	0.00000000
28076	-1	-1	-17	-0.07004500	-0.07004500	-1.19076500	0.00000000
28077	-1	-1	-16	-0.07004500	-0.07004500	-1.12072000	0.00000000
28078	-1	-1	-15	-0.07004500	-0.07004500	-1.05067500	0.00000000
28079	-1	-1	-14	-0.07004500	-0.07004500	-0.98063000	0.00000000
28080	-1	-1	-13	-0.07004500	-0.07004500	-0.91058500	0.00000000
28081	-1	-1	-12	-0.07004500	-0.07004500	-0.84054000	0.00000000
28082	-1	-1	-11	-0.07004500	-0.07004500	-0.77049500	0.00000000
28083	-1	-1	-10	-0.07004500	-0.07004500	-0.70045000	0.00000000
28084	-1	-1	-9	-0.07004500	-0.07004500	-0.63040500	0.00000000
28085	-1	-1	-8	-0.07004500	-0.07004500	-0.56036000	0.00000000
28086	-1	-1	-7	-0.07004500	-0.07004500	-0.49031500	0.00000000
28087	-1	-1	-6	-0.07004500	-0.07004500	-0.42027000	0.00000000
28088	-1	-1	-5	-0.07004500	-0.07004500	-0.35022500	0.00000000
28089	-1	-1	-4	-0.07004500	-0.07004500	-0.28018000	0.00000000
28090	-1	-1	-3	-0.07004500	-0.07004500	-0.21013500	0.00000000
28091	-1	-1	-2	-0.07004500	-0.07004500	-0.14009000	0.00000000
28092	-1	-1	-1	-0.07004500	-0.07004500	-0.07004500	0.00000000
28093	-1	-1	0	-0.07004500	-0.07004500	0.00000000	0.00000000
28094	-1	-1	1	-0.07004500	-0.07004500	0.07004500	0.00000000
28095	-1	-1	2	-0.07004500	-0.07004500	0.14009000	0.00000000
28096	-1	-1	3	-0.07004500	-0.07004500	0.21013500	0.00000000
28097	-1	-1	4	-0.07004500	-0.07004500	0.28018000	0.00000000
28098	-1	-1	5	-0.07004500	-0.07004500	0.35022500	0.00000000
28099	-1	-1	6	-0.07004500	-0.07004500	0.42027000	0.00000000
28100	-1	-1	7	-0.07004500	-0.07004500	0.49031500	0.00000000
28101	-1	-1	8	-0.07004500	-0.07004500	0.56036000	0.00000000
28102	-1	-1	9	-0.07004500	-0.07004500	0.63040500	0.00000000
28103	-1	-1	10	-0.07004500	-0.07004500	0.70045000	0.00000000
28104	-1	-1	11	-0.07004500	-0.07004500	0.77049500	0.00000000
28105	-1	-1	12	-0.07004500	-0.07004500	0.84054000	0.00000000
28106	-1	-1	13	-0.07004500	-0.07004500	0.91058500	0.00000000
28107	-1	-1	14	-0.07004500	-0.07004500	0.98063000	0.00000000
28108	-1	-1	15	-0.07004500	-0.07004500	1.05067500	0.00000000
28109	-1	-1	16	-0.07004500	-0.07004500	1.12072000	0.00000000
28110	-1	-1	17	-0.07004500	-0.07004500	1.19076500	0.00000000
28111	-1	-1	18	-0.07004500	-0.07004500	1.26081000	0.00000000
28112	-1	-1	19	-0.07004500	-0.07004500	1.33085500	0.00000000
28113	-1	-1	20	-0.07004500	-0.07004500	1.40090000	0.00000000
28114	-1	-1	21	-0.07004500	-0.07004500	1.47094500	0.00000000
28115	-1	-1	22	-0.07004500	-0.07004500	1.54099000	0.00000000
28116	-1	-1	23	-0.07004500	-0.07004500	1.61103500	0.00000000
28117	-1	-1	24	-0.07004500	-0.07004500	1.68108000	0.00000000
28118	-1	0	-24	-0.07004500	0.00000000	-1.68108000	0.00000000
28119	-1	0	-23	-0.07004500	0.00000000	-1.61103500	0.00000000
28120	-1	0	-22	-0.07004500	0.00000000	-1.54099000	0.00000000
28121	-1	0	-21	-0.07004500	0.00000000	-1.47094500	0.00000000
28122	-1	0	-20	-0.07004500	0.00000000	-1.40090000	0.00000040
28123	-1	0	-19	-0.07004500	0.00000000	-1.33085500	0.00000000
28124	-1	0	-18	-0.07004500	0.00000000	-1.26081000	0.00000000
28125	-1	0	-17	-0.07004500	0.00000000	-1.19076500	0.00000000
28126	-1	0	-16	-0.07004500	0.00000000	-1.12072000	0.00000000
28127	-1	0	-15	-0.07004500	0.00000000	-1.05067500	0.00000007
28128	-1	0	-14	-0.07004500	0.00000000	-0.98063000	0.00000000
28129	-1	0	-13	-0.07004500	0.00000000	-0.91058500	0.00000000
28130	-1	0	-12	-0.07004500	0.00000000	-0.84054000	0.00000000
28131	-1	0	-11	-0.07004500	0.00000000	-0.77049500	0.00000000
28132	-1	0	-10	-0.07004500	0.00000000	-0.70045000	0.00000129
28133	-1	0	-9	-0.07004500	0.00000000	-0.63040500	0.00000000
28134	-1	0	-8	-0.07004500	0.00000000	-0.56036000	0.00000000
28135	-1	0	-7	-0.07004500	0.00000000	-0.49031500	0.00000000
28136	-1	0	-6	-0.07004500	0.00000000	-0.42027000	0.00000000
28137	-1	0	-5	-0.07004500	0.00000000	-0.35022500	0.00000026
28138	-1	0	-4	-0.07004500	0.00000000	-0.28018000	0.00000000
28139	-1	0	-3	-0.07004500	0.00000000	-0.21013500	0.00000000
28140	-1	0	-2	-0.07004500	0.00000000	-0.14009000	0.00000000
28141	-1	0	-1	-0.07004500	0.00000000	-0.07004500	0.00000000
28142	-1	0	0	-0.07004500	0.00000000	0.00000000	0.00000368
28143	-1	0	1	-0.07004500	0.00000000	0.07004500	0.00000000
28144	-1	0	2	-0.07004500	0.00000000	0.14009000	0.00000000
28145	-1	0	3	-0.07004500	0.00000000	0.21013500	0.00000000
28146	-1	0	4	-0.07004500	0.00000000	0.28018000	0.00000000
28147	-1	0	5	-0.07004500	0.00000000	0.35022500	0.00000026
28148	-1	0	6	-0.07004500	0.00000000	0.42027000	0.00000000
28149	-1	0	7	-0.07004500	0.00000000	0.49031500	0.00000000
28150	-1	0	8	-0.07004500	0.00000000	0.56036000	0.00000000
28151	-1	0	9	-0.07004500	0.00000000	0.63040500	0.00000000
28152	-1	0	10	-0.07004500	0.00000000	0.70045000	0.00000129
28153	-1	0	11	-0.07004500	0.00000000	0.77049500	0.00000000
28154	-1	0	12	-0.07004500	0.00000000	0.84054000	0.00000000
28155	-1	0	13	-0.07004500	0.00000000	0.91058500	0.00000000
28156	-1	0	14	-0.07004500	0.00000000	0.98063000	0.00000000
28157	-1	0	15	-0.07004500	0.00000000	1.05067500	0.00000007
28158	-1	0	16	-0.07004500	0.00000000	1.12072000	0.00000000
28159	-1	0	17	-0.07004500	0.00000000	1.19076500	0.00000000
28160	-1	0	18	-0.07004500	0.00000000	1.26081000	0.00000000
28161	-1	0	19	-0.07004500	0.00000000	1.33085500	0.00000000
28162	-1	0	20	-0.07004500	0.00000000	1.40090000	0.00000040
28163	-1	0	21	-0.07004500	0.00000000	1.47094500	0.00000000
28164	-1	0	22	-0.07004500	0.00000000	1.54099000	0.00000000
28165	-1	0	23	-0.07004500	0.00000000	1.61103500	0.00000000
28166	-1	0	24	-0.07004500	0.00000000	1.68108000	0.00000000
28167	-1	1	-24	-0.07004500	0.07004500	-1.68108000	0.00000000
28168	-1	1	-23	-0.07004500	0.07004500	-1.61103500	0.00000000
28169	-1	1	-22	-0.07004500	0.07004500	-1.54099000	0.00000000
28170	-1	1	-21	-0.07004500	0.07004500	-1.47094500	0.00000000
28171	-1	1	-20	-0.07004500	0.07004500	-1.40090000	0.00000000
28172	-1	1	-19	-0.07004500	0.07004500	-1.33085500	0.00000000
28173	-1	1	-18	-0.07004500	0.07004500	-1.26081000	0.00000000
28174	-1	1	-17	-0.07004500	0.07004500	-1.19076500	0.00000000
28175	-1	1	-16	-0.07004500	0.07004500	-1.12072000	0.00000000
28176	-1	1	-15	-0.07004500	0.07004500	-1.05067500	0.00000000
28177	-1	1	-14	-0.07004500	0.07004500	-0.98063000	0.00000000
28178	-1	1	-13	-0.07004500	0.07004500	-0.91058500	0.00000000
28179	-1	1	-12	-0.07004500	0.07004500	-0.84054000	0.00000000
28180	-1	1	-11	-0.07004500	0.07004500	-0.77049500	0.00000000
28181	-1	1	-10	-0.07004500	0.07004500	-0.70045000	0.00000000
28182	-1	1	-9	-0.07004500	0.07004500	-0.63040500	0.00000000
28183	-1	1	-8	-0.07004500	0.07004500	-0.56036000	0.00000000
28184	-1	1	-7	-0.07004500	0.07004500	-0.49031500	0.00000000
28185	-1	1	-6	-0.07004500	0.07004500	-0.42027000	0.00000000
28186	-1	1	-5	-0.07004500	0.07004500	-0.35022500	0.00000000
28187	-1	1	-4	-0.07004500	0.07004500	-0.28018000	0.00000000
28188	-1	1	-3	-0.07004500	0.07004500	-0.21013500	0.00000000
28189	-1	1	-2	-0.07004500	0.07004500	-0.14009000	0.00000000
28190	-1	1	-1	-0.07004500	0.07004500	-0.07004500	0.00000000
28191	-1	1	0	-0.07004500	0.07004500	0.00000000	0.00000000
28192	-1	1	1	-0.07004500	0.07004500	0.07004500	0.00000000
28193	-1	1	2	-0.07004500	0.07004500	0.14009000	0.00000000
28194	-1	1	3	-0.07004500	0.07004500	0.21013500	0.00000000
28195	-1	1	4	-0.07004500	0.07004500	0.28018000	0.00000000
28196	-1	1	5	-0.07004500	0.07004500	0.35022500	0.00000000
28197	-1	1	6	-0.07004500	0.07004500	0.42027000	0.00000000
28198	-1	1	7	-0.07004500	0.07004500	0.49031500	0.00000000
28199	-1	1	8	-0.07004500	0.07004500	0.56036000	0.00000000
28200	-1	1	9	-0.07004500	0.07004500	0.63040500	0.00000000
28201	-1	1	10	-0.07004500	0.07004500	0.70045000	0.00000000
28202	-1	1	11	-0.07004500	0.07004500	0.77049500	0.00000000
28203	-1	1	12	-0.07004500	0.07004500	0.84054000	0.00000000
28204	-1	1	13	-0.07004500	0.07004500	0.91058500	0.00000000
28205	-1	1	14	-0.07004500	0.07004500	0.98063000	0.00000000
28206	-1	1	15	-0.07004500	0.07004500	1.05067500	0.00000000
28207	-1	1	16	-0.07004500	0.07004500	1.12072000	0.00000000
28208	-1	1	17	-0.07004500	0.07004500	1.19076500	0.00000000
28209	-1	1	18	-0.07004500	0.07004500	1.26081000	0.00000000
28210	-1	1	19	-0.07004500	0.07004500	1.33085500	0.00000000
28211	-1	1	20	-0.07004500	0.07004500	1.40090000	0.00000000
28212	-1	1	21	-0.07004500	0.07004500	1.47094500	0.00000000
28213	-1	1	22	-0.07004500	0.07004500	1.54099000	0.00000000
28214	-1	1	23	-0.07004500	0.07004500	1.61103500	0.00000000
28215	-1	1	24	-0.07004500	0.07004500	1.68108000	0.00000000
28216	-1	2	-24	-0.07004500	0.14009000	-1.68108000	0.00000000
28217	-1	2	-23	-0.07004500	0.14009000	-1.61103500	0.00000000
28218	-1	2	-22	-0.07004500	0.14009000	-1.54099000	0.00000000
28219	-1	2	-21	-0.07004500	0.14009000	-1.47094500	0.00000000
28220	-1	2	-20	-0.07004500	0.14009000	-1.40090000	0.00000000
28221	-1	2	-19	-0.07004500	0.14009000	-1.33085500	0.00000000
28222	-1	2	-18	-0.07004500	0.14009000	-1.26081000	0.00000000
28223	-1	2	-17	-0.07004500	0.14009000	-1.19076500	0.00000000
28224	-1	2	-16	-0.07004500	0.14009000	-1.12072000	0.00000000
28225	-1	2	-15	-0.07004500	0.14009000	-1.05067500	0.00000000
28226	-1	2	-14	-0.07004500	0.14009000	-0.98063000	0.00000000
28227	-1	2	-13	-0.07004500	0.14009000	-0.91058500	0.00000000
28228	-1	2	-12	-0.07004500	0.14009000	-0.84054000	0.00000000
28229	-1	2	-11	-0.07004500	0.14009000	-0.77049500	0.00000000
28230	-1	2	-10	-0.07004500	0.14009000	-0.70045000	0.00000000
28231	-1	2	-9	-0.07004500	0.14009000	-0.63040500	0.00000000
28232	-1	2	-8	-0.07004500	0.14009000	-0.56036000	0.00000000
28233	-1	2	-7	-0.07004500	0.14009000	-0.49031500	0.00000000
28234	-1	2	-6	-0.07004500	0.14009000	-0.42027000	0.00000000
28235	-1	2	-5	-0.07004500	0.14009000	-0.35022500	0.00000000
28236	-1	2	-4	-0.07004500	0.14009000	-0.28018000	0.00000000
28237	-1	2	-3	-0.07004500	0.14009000	-0.21013500	0.00000000
28238	-1	2	-2	-0.07004500	0.14009000	-0.14009000	0.00000000
28239	-1	2	-1	-0.07004500	0.14009000	-0.07004500	0.00000000
28240	-1	2	0	-0.07004500	0.14009000	0.00000000	0.00000000
28241	-1	2	1	-0.07004500	0.14009000	0.07004500	0.00000000
28242	-1	2	2	-0.07004500	0.14009000	0.14009000	0.00000000
28243	-1	2	3	-0.07004500	0.14009000	0.21013500	0.00000000
28244	-1	2	4	-0.07004500	0.14009000	0.28018000	0.00000000
28245	-1	2	5	-0.07004500	0.14009000	0.35022500	0.00000000
28246	-1	2	6	-0.07004500	0.14009000	0.42027000	0.00000000
28247	-1	2	7	-0.07004500	0.14009000	0.49031500	0.00000000
28248	-1	2	8	-0.07004500	0.14009000	0.56036000	0.00000000
28249	-1	2	9	-0.07004500	0.14009000	0.63040500	0.00000000
28250	-1	2	10	-0.07004500	0.14009000	0.70045000	0.00000000
28251	-1	2	11	-0.07004500	0.14009000	0.77049500	0.00000000
28252	-1	2	12	-0.07004500	0.14009000	0.84054000	0.00000000
28253	-1	2	13	-0.07004500	0.14009000	0.91058500	0.00000000
28254	-1	2	14	-0.07004500	0.14009000	0.98063000	0.00000000
28255	-1	2	15	-0.07004500	0.14009000	1.05067500	0.00000000
28256	-1	2	16	-0.07004500	0.14009000	1.12072000	0.00000000
28257	-1	2	17	-0.07004500	0.14009000	1.19076500	0.00000000
28258	-1	2	18	-0.07004500	0.14009000	1.26081000	0.00000000
28259	-1	2	19	-0.07004500	0.14009000	1.33085500	0.00000000
28260	-1	2	20	-0.07004500	0.14009000	1.40090000	0.00000000
28261	-1	2	21	-0.07004500	0.14009000	1.47094500	0.00000000
28262	-1	2	22	-0.07004500	0.14009000	1.54099000	0.00000000
28263	-1	2	23	-0.07004500	0.14009000	1.61103500	0.00000000
28264	-1	2	24	-0.07004500	0.14009000	1.68108000	0.00000000
28265	-1	3	-24	-0.07004500	0.21013500	-1.68108000	0.00000000
28266	-1	3	-23	-0.07004500	0.21013500	-1.61103500	0.00000000
28267	-1	3	-22	-0.07004500	0.21013500	-1.54099000	0.00000000
28268	-1	3	-21	-0.07004500	0.21013500	-1.47094500	0.00000000
28269	-1	3	-20	-0.07004500	0.21013500	-1.40090000	0.00000000
28270	-1	3	-19	-0.07004500	0.21013500	-1.33085500	0.00000000
28271	-1	3	-18	-0.07004500	0.21013500	-1.26081000	0.00000000
28272	-1	3	-17	-0.07004500	0.21013500	-1.19076500	0.00000000
28273	-1	3	-16	-0.07004500	0.21013500	-1.12072000	0.00000000
28274	-1	3	-15	-0.07004500	0.21013500	-1.05067500	0.00000000
28275	-1	3	-14	-0.07004500	0.21013500	-0.98063000	0.00000000
28276	-1	3	-13	-0.07004500	0.21013500	-0.91058500	0.00000000
28277	-1	3	-12	-0.07004500	0.21013500	-0.84054000	0.00000000
28278	-1	3	-11	-0.07004500	0.21013500	-0.77049500	0.00000000
28279	-1	3	-10	-0.07004500	0.21013500	-0.70045000	0.00000000
28280	-1	3	-9	-0.07004500	0.21013500	-0.63040500	0.00000000
28281	-1	3	-8	-0.07004500	0.21013500	-0.56036000	0.00000000
28282	-1	3	-7	-0.07004500	0.21013500	-0.49031500	0.00000000
28283	-1	3	-6	-0.07004500	0.21013500	-0.42027000	0.00000000
28284	-1	3	-5	-0.07004500	0.21013500	-0.35022500	0.00000000
28285	-1	3	-4	-0.07004500	0.21013500	-0.28018000	0.00000000
28286	-1	3	-3	-0.07004500	0.21013500	-0.21013500	0.00000000
28287	-1	3	-2	-0.07004500	0.21013500	-0.14009000	0.00000000
28288	-1	3	-1	-0.07004500	0.21013500	-0.07004500	0.00000000
28289	-1	3	0	-0.07004500	0.21013500	0.00000000	0.00000000
28290	-1	3	1	-0.07004500	0.21013500	0.07004500	0.00000000
28291	-1	3	2	-0.07004500	0.21013500	0.14009000	0.00000000
28292	-1	3	3	-0.07004500	0.21013500	0.21013500	0.00000000
28293	-1	3	4	-0.07004500	0.21013500	0.28018000	0.00000000
28294	-1	3	5	-0.07004500	0.21013500	0.35022500	0.00000000
28295	-1	3	6	-0.07004500	0.21013500	0.42027000	0.00000000
28296	-1	3	7	-0.07004500	0.21013500	0.49031500	0.00000000
28297	-1	3	8	-0.07004500	0.21013500	0.56036000	0.00000000
28298	-1	3	9	-0.07004500	0.21013500	0.63040500	0.00000000
28299	-1	3	10	-0.07004500	0.21013500	0.70045000	0.00000000
28300	-1	3	11	-0.07004500	0.21013500	0.77049500	0.00000000
28301	-1	3	12	-0.07004500	0.21013500	0.84054000	0.00000000
28302	-1	3	13	-0.07004500	0.21013500	0.91058500	0.00000000
28303	-1	3	14	-0.07004500	0.21013500	0.98063000	0.00000000
28304	-1	3	15	-0.07004500	0.21013500	1.05067500	0.00000000
28305	-1	3	16	-0.07004500	0.21013500	1.12072000	0.00000000
28306	-1	3	17	-0.07004500	0.21013500	1.19076500	0.00000000
28307	-1	3	18	-0.07004500	0.21013500	1.26081000	0.00000000
28308	-1	3	19	-0.07004500	0.21013500	1.33085500	0.00000000
28309	-1	3	20	-0.07004500	0.21013500	1.40090000	0.00000000
28310	-1	3	21	-0.07004500	0.21013500	1.47094500	0.00000000
28311	-1	3	22	-0.07004500	0.21013500	1.54099000	0.00000000
28312	-1	3	23	-0.07004500	0.21013500	1.61103500	0.00000000
28313	-1	3	24	-0.07004500	0.21013500	1.68108000	0.00000000
28314	-1	4	-23	-0.07004500	0.28018000	-1.61103500	0.00000000
28315	-1	4	-22	-0.07004500	0.28018000	-1.54099000	0.00000000
28316	-1	4	-21	-0.07004500	0.28018000	-1.47094500	0.00000000
28317	-1	4	-20	-0.07004500	0.28018000	-1.40090000	0.00000000
28318	-1	4	-19	-0.07004500	0.28018000	-1.33085500	0.00000000
28319	-1	4	-18	-0.07004500	0.28018000	-1.26081000	0.00000000
28320	-1	4	-17	-0.07004500	0.28018000	-1.19076500	0.00000000
28321	-1	4	-16	-0.07004500	0.28018000	-1.12072000	0.00000000
28322	-1	4	-15	-0.07004500	0.28018000	-1.05067500	0.00000000
28323	-1	4	-14	-0.07004500	0.28018000	-0.98063000	0.00000000
28324	-1	4	-13	-0.07004500	0.28018000	-0.91058500	0.00000000
28325	-1	4	-12	-0.07004500	0.28018000	-0.84054000	0.00000000
28326	-1	4	-11	-0.07004500	0.28018000	-0.77049500	0.00000000
28327	-1	4	-10	-0.07004500	0.28018000	-0.70045000	0.00000000
28328	-1	4	-9	-0.07004500	0.28018000	-0.63040500	0.00000000
28329	-1	4	-8	-0.07004500	0.28018000	-0.56036000	0.00000000
28330	-1	4	-7	-0.07004500	0.28018000	-0.49031500	0.00000000
28331	-1	4	-6	-0.07004500	0.28018000	-0.42027000	0.00000000
28332	-1	4	-5	-0.07004500	0.28018000	-0.35022500	0.00000000
28333	-1	4	-4	-0.07004500	0.28018000	-0.28018000	0.00000000
28334	-1	4	-3	-0.07004500	0.28018000	-0.21013500	0.00000000
28335	-1	4	-2	-0.07004500	0.28018000	-0.14009000	0.00000000
28336	-1	4	-1	-0.07004500	0.28018000	-0.07004500	0.00000000
28337	-1	4	0	-0.07004500	0.28018000	0.00000000	0.00000000
28338	-1	4	1	-0.07004500	0.28018000	0.07004500	0.00000000
28339	-1	4	2	-0.07004500	0.28018000	0.14009000	0.00000000
28340	-1	4	3	-0.07004500	0.28018000	0.21013500	0.00000000
28341	-1	4	4	-0.07004500	0.28018000	0.28018000	0.00000000
28342	-1	4	5	-0.07004500	0.28018000	0.35022500	0.00000000
28343	-1	4	6	-0.07004500	0.28018000	0.42027000	0.00000000
28344	-1	4	7	-0.07004500	0.28018000	0.49031500	0.00000000
28345	-1	4	8	-0.07004500	0.28018000	0.56036000	0.00000000
28346	-1	4	9	-0.07004500	0.28018000	0.63040500	0.00000000
28347	-1	4	10	-0.07004500	0.28018000	0.70045000	0.00000000
28348	-1	4	11	-0.07004500	0.28018000	0.77049500	0.00000000
28349	-1	4	12	-0.07004500	0.28018000	0.84054000	0.00000000
28350	-1	4	13	-0.07004500	0.28018000	0.91058500	0.00000000
28351	-1	4	14	-0.07004500	0.28018000	0.98063000	0.00000000
28352	-1	4	15	-0.07004500	0.28018000	1.05067500	0.00000000
28353	-1	4	16	-0.07004500	0.28018000	1.12072000	0.00000000
28354	-1	4	17	-0.07004500	0.28018000	1.19076500	0.00000000
28355	-1	4	18	-0.07004500	0.28018000	1.26081000	0.00000000
28356	-1	4	19	-0.07004500	0.28018000	1.33085500	0.00000000
28357	-1	4	20	-0.07004500	0.28018000	1.40090000	0.00000000
28358	-1	4	21	-0.07004500	0.28018000	1.47094500	0.00000000
28359	-1	4	22	-0.07004500	0.28018000	1.54099000	0.00000000
28360	-1	4	23	-0.07004500	0.28018000	1.61103500	0.00000000
28361	-1	5	-23	-0.07004500	0.35022500	-1.61103500	0.00000000
28362	-1	5	-22	-0.07004500	0.35022500	-1.54099000	0.00000000
28363	-1	5	-21	-0.07004500	0.35022500	-1.47094500	0.00000000
28364	-1	5	-20	-0.07004500	0.35022500	-1.40090000	0.00000004
28365	-1	5	-19	-0.07004500	0.35022500	-1.33085500	0.00000000
28366	-1	5	-18	-0.07004500	0.35022500	-1.26081000	0.00000000
28367	-1	5	-17	-0.07004500	0.35022500	-1.19076500	0.00000000
28368	-1	5	-16	-0.07004500	0.35022500	-1.12072000	0.00000000
28369	-1	5	-15	-0.07004500	0.35022500	-1.05067500	0.00000061
28370	-1	5	-14	-0.07004500	0.35022500	-0.98063000	0.00000000
28371	-1	5	-13	-0.07004500	0.35022500	-0.91058500	0.00000000
28372	-1	5	-12	-0.07004500	0.35022500	-0.84054000	0.00000000
28373	-1	5	-11	-0.07004500	0.35022500	-0.77049500	0.00000000
28374	-1	5	-10	-0.07004500	0.35022500	-0.70045000	0.00000012
28375	-1	5	-9	-0.07004500	0.35022500	-0.63040500	0.00000000
28376	-1	5	-8	-0.07004500	0.35022500	-0.56036000	0.00000000
28377	-1	5	-7	-0.07004500	0.35022500	-0.49031500	0.00000000
28378	-1	5	-6	-0.07004500	0.35022500	-0.42027000	0.00000000
28379	-1	5	-5	-0.07004500	0.35022500	-0.35022500	0.00000189
28380	-1	5	-4	-0.07004500	0.35022500	-0.28018000	0.00000000
28381	-1	5	-3	-0.07004500	0.35022500	-0.21013500	0.00000000
28382	-1	5	-2	-0.07004500	0.35022500	-0.14009000	0.00000000
28383	-1	5	-1	-0.07004500	0.35022500	-0.07004500	0.00000000
28384	-1	5	0	-0.07004500	0.35022500	0.00000000	0.00000026
28385	-1	5	1	-0.07004500	0.35022500	0.07004500	0.00000000
28386	-1	5	2	-0.07004500	0.35022500	0.14009000	0.00000000
28387	-1	5	3	-0.07004500	0.35022500	0.21013500	0.00000000
28388	-1	5	4	-0.07004500	0.35022500	0.28018000	0.00000000
28389	-1	5	5	-0.07004500	0.35022500	0.35022500	0.00000189
28390	-1	5	6	-0.07004500	0.35022500	0.42027000	0.00000000
28391	-1	5	7	-0.07004500	0.35022500	0.49031500	0.00000000
28392	-1	5	8	-0.07004500	0.35022500	0.56036000	0.00000000
28393	-1	5	9	-0.07004500	0.35022500	0.63040500	0.00000000
28394	-1	5	10	-0.07004500	0.35022500	0.70045000	0.00000012
28395	-1	5	11	-0.07004500	0.35022500	0.77049500	0.00000000
28396	-1	5	12	-0.07004500	0.35022500	0.84054000	0.00000000
28397	-1	5	13	-0.07004500	0.35022500	0.91058500	0.00000000
28398	-1	5	14	-0.07004500	0.35022500	0.98063000	0.00000000
28399	-1	5	15	-0.07004500	0.35022500	1.05067500	0.00000061
28400	-1	5	16	-0.07004500	0.35022500	1.12072000	0.00000000
28401	-1	5	17	-0.07004500	0.35022500	1.19076500	0.00000000
28402	-1	5	18	-0.07004500	0.35022500	1.26081000	0.00000000
28403	-1	5	19	-0.07004500	0.35022500	1.33085500	0.00000000
28404	-1	5	20	-0.07004500	0.35022500	1.40090000	0.00000004
28405	-1	5	21	-0.07004500	0.35022500	1.47094500	0.00000000
28406	-1	5	22	-0.07004500	0.35022500	1.54099000	0.00000000
28407	-1	5	23	-0.07004500	0.35022500	1.61103500	0.00000000
28408	-1	6	-23	-0.07004500	0.42027000	-1.61103500	0.00000000
28409	-1	6	-22	-0.07004500	0.42027000	-1.54099000	0.00000000
28410	-1	6	-21	-0.07004500	0.42027000	-1.47094500	0.00000000
28411	-1	6	-20	-0.07004500	0.42027000	-1.40090000	0.00000000
28412	-1	6	-19	-0.07004500	0.42027000	-1.33085500	0.00000000
28413	-1	6	-18	-0.07004500	0.42027000	-1.26081000	0.00000000
28414	-1	6	-17	-0.07004500	0.42027000	-1.19076500	0.00000000
28415	-1	6	-16	-0.07004500	0.42027000	-1.12072000	0.00000000
28416	-1	6	-15	-0.07004500	0.42027000	-1.05067500	0.00000000
28417	-1	6	-14	-0.07004500	0.42027000	-0.98063000	0.00000000
28418	-1	6	-13	-0.07004500	0.42027000	-0.91058500	0.00000000
28419	-1	6	-12	-0.07004500	0.42027000	-0.84054000	0.00000000
